Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP, 1/3,PPA,CrsPA,PrgP,Match URL
4/30/24,Champions League,Bayern Munich,Aurélien Tchouaméni,18,fr FRA,"CM,CB",24-094,90,0,0,0,0,0,0,0,0,63,2,0,2,0,0,0,2,1,54,59,91.5,7,41,0,0,0,2,2,1,1,0,0,2,0,2,2,1,1,0,2,0,0,54,59,91.5,1050,335,18,20,90,29,31,93.5,6,6,100,0,0,0,1,9,0,0,7,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Federico Valverde,15,uy URU,RM,25-283,90,0,0,0,0,1,0,0,0,50,1,0,0,0,0,0,2,0,42,46,91.3,4,30,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,2,0,42,46,91.3,537,116,24,24,100,13,16,81.3,1,2,50,0,0,0,0,3,0,0,4,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Ferland Mendy,23,fr FRA,LB,28-327,90,0,0,0,0,0,0,0,0,40,1,0,1,0,0,0,0,0,33,38,86.8,2,24,2,0,0,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,33,38,86.8,391,124,20,22,90.9,9,11,81.8,0,0,,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Nacho,6,es ESP,CB,34-103,64,0,0,0,0,1,0,0,0,46,2,0,0,0,0,0,0,0,35,39,89.7,0,21,0,0,0,2,2,2,0,0,1,1,100,0,0,0,0,0,2,1,0,35,39,89.7,495,215,23,24,95.8,12,13,92.3,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Eduardo Camavinga,12,fr FRA,CM,21-172,26,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,10,10,100,0,8,0,1,0,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0,10,10,100,139,20,5,5,100,2,2,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Antonio Rüdiger,22,de GER,CB,31-058,90,0,0,0,0,0,0,0,0,50,0,0,2,0,0,0,0,0,43,45,95.6,0,36,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,1,0,43,45,95.6,766,297,18,18,100,23,24,95.8,2,3,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Lucas Vázquez,17,es ESP,RB,32-304,90,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,1,1,58,68,85.3,2,45,3,1,0,1,1,0,1,0,0,3,0,3,0,0,0,0,1,0,0,58,68,85.3,972,239,23,28,82.1,31,32,96.9,3,5,60,0,0,0,0,1,1,0,2,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Andriy Lunin,13,ua UKR,GK,25-079,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,27,31,87.1,0,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,31,87.1,619,346,4,4,100,18,18,100,4,8,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
5/4/24,La Liga,Cadiz,Joselu,14,es ESP,FW,34-038,90,1,0,0,0,4,1,0,0,20,0,0,0,1.4,1.4,0,1,0,9,13,69.2,1,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,13,69.2,83,17,6,9,66.7,1,2,50,0,0,,0,0,0.1,1,0,0,0,1,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Brahim Díaz,21,ma MAR,"LW,RW",24-275,72,1,1,0,0,2,1,0,0,67,0,1,1,0.1,0.1,0.2,6,1,44,50,88,5,50,6,13,6,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,44,50,88,572,61,31,34,91.2,13,15,86.7,0,1,0,1,0.2,0.4,1,2,0,0,5,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Vinicius Júnior,7,br BRA,FW,23-297,18,0,0,0,0,1,1,0,0,18,0,0,1,0.1,0.1,0.1,2,0,11,14,78.6,2,14,5,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,11,14,78.6,162,72,7,8,87.5,3,4,75,1,2,50,0,0.1,0.4,1,2,0,0,2,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Arda Güler,24,tr TUR,RW,19-069,65,0,0,0,0,2,0,0,0,49,1,1,0,0.1,0.1,0,3,0,32,40,80,2,33,1,7,3,1,1,0,0,1,1,1,100,0,0,0,0,1,2,0,0,32,40,80,404,80,21,21,100,9,10,90,0,6,0,0,0,0.1,0,1,2,0,2,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Jude Bellingham,5,eng ENG,"AM,LW",20-310,25,1,0,0,0,1,1,0,0,44,2,0,2,0.2,0.2,0.3,2,0,33,35,94.3,4,27,1,2,1,2,0,1,0,1,0,1,0,1,2,0,2,0,2,1,0,33,35,94.3,430,137,23,24,95.8,7,7,100,2,3,66.7,0,0.3,0.4,2,2,1,1,4,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Dani Ceballos,19,es ESP,LM,27-271,90,0,0,0,0,2,1,0,0,126,0,0,1,0.1,0.1,0.1,5,1,105,116,90.5,9,92,1,1,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,105,116,90.5,1732,358,54,57,94.7,38,42,90.5,10,12,83.3,0,0.1,0.1,2,8,0,0,9,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Eduardo Camavinga,12,fr FRA,CM,21-176,79,0,0,0,0,1,0,0,0,92,5,2,1,0,0,0.1,5,0,75,81,92.6,8,60,1,4,3,5,4,2,1,2,1,2,50,1,1,0,1,2,7,1,0,75,81,92.6,1206,327,36,38,94.7,35,36,97.2,4,6,66.7,0,0.1,0.1,2,10,1,0,8,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Federico Valverde,15,uy URU,CM,25-287,11,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,14,14,100,1,7,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14,14,100,184,52,7,7,100,6,6,100,0,0,,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Luka Modrić,10,hr CRO,RM,38-238,90,0,1,0,0,2,1,0,0,138,1,0,1,0.1,0.1,0.2,6,2,124,134,92.5,12,94,5,2,0,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,124,134,92.5,1920,594,70,71,98.6,41,44,93.2,11,14,78.6,1,0.2,0.2,4,22,2,0,12,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Fran Garcia,20,es ESP,LB,24-264,90,0,0,0,0,1,0,0,0,98,1,1,1,0,0,0.2,2,0,81,92,88,6,52,6,1,1,1,1,0,1,0,1,2,50,1,1,0,1,1,2,3,0,81,92,88,1150,289,52,56,92.9,23,27,85.2,4,6,66.7,0,0.2,0.2,1,4,3,1,6,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Nacho,6,es ESP,CB,34-107,90,0,1,0,0,0,0,0,0,73,0,1,1,0,0,0.8,3,2,64,66,97,4,48,2,1,1,0,0,0,0,0,0,0,,0,1,1,0,1,1,3,0,64,66,97,1026,437,30,30,100,32,34,94.1,2,2,100,1,0.8,0.3,1,9,0,0,4,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Éder Militão,3,br BRA,CB,26-107,90,0,0,0,0,2,2,0,0,85,1,0,0,0.1,0.1,0,0,0,68,76,89.5,7,58,3,0,0,1,0,0,1,0,1,1,100,0,0,0,0,0,1,3,1,68,76,89.5,1313,433,26,28,92.9,35,38,92.1,7,8,87.5,0,0,0,0,5,0,0,7,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Dani Carvajal,2,es ESP,RB,32-114,90,0,0,0,0,1,1,0,0,87,3,0,0,0,0,0,2,0,69,77,89.6,3,45,1,1,0,3,3,2,1,0,2,3,66.7,1,0,0,0,0,3,1,0,69,77,89.6,1028,233,39,43,90.7,26,28,92.9,3,4,75,0,0,0.2,0,4,1,0,3,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/4/24,La Liga,Cadiz,Thibaut Courtois,1,be BEL,GK,31-359,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,27,30,90,0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,30,90,627,463,3,3,100,19,19,100,5,8,62.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ac0f607f/Real-Madrid-Cadiz-May-4-2024-La-Liga
5/8/24,Champions League,Bayern Munich,Vinicius Júnior,7,br BRA,FW,23-301,90,0,0,0,0,5,3,0,0,49,0,1,0,0.5,0.5,0.2,8,1,22,32,68.8,1,43,11,14,7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,22,32,68.8,264,62,16,19,84.2,5,7,71.4,0,2,0,0,0.2,0.7,2,0,1,1,1,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Rodrygo,11,br BRA,FW,23-120,80,0,0,0,0,4,2,0,0,48,0,0,0,0.6,0.6,0,1,0,31,38,81.6,1,32,3,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31,38,81.6,325,47,25,27,92.6,4,5,80,0,1,0,0,0,0.1,0,1,0,0,1,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Brahim Díaz,21,ma MAR,RM,24-279,10,0,0,0,0,1,0,0,0,14,1,0,0,0.1,0.1,0,1,0,6,8,75,1,9,2,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0,6,8,75,86,33,4,4,100,2,3,66.7,0,0,,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Jude Bellingham,5,eng ENG,LM,20-314,89,0,0,0,0,2,0,0,0,69,2,1,2,0,0,0.1,4,0,53,56,94.6,4,47,5,2,1,2,1,1,1,0,0,0,,0,2,0,2,1,3,0,0,53,56,94.6,645,79,41,42,97.6,10,10,100,0,1,0,0,0.1,0,3,3,0,0,4,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Éder Militão,3,br BRA,CB,26-111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,100,8,8,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Toni Kroos,8,de GER,CM,34-125,68,0,0,0,0,0,0,0,0,112,2,1,0,0,0,0.1,7,0,95,108,88,12,87,2,0,0,2,1,0,2,0,1,2,50,1,0,0,0,1,3,0,0,95,108,88,2075,644,40,41,97.6,34,35,97.1,21,29,72.4,0,0.1,0.1,4,19,0,0,12,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Luka Modrić,10,hr CRO,CM,38-242,22,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,1,0,22,29,75.9,5,18,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,22,29,75.9,380,141,10,14,71.4,7,9,77.8,3,4,75,0,0,0,0,5,0,0,5,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Aurélien Tchouaméni,18,fr FRA,CM,24-102,69,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,1,0,40,43,93,2,32,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,40,43,93,619,171,17,19,89.5,18,18,100,2,3,66.7,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Eduardo Camavinga,12,fr FRA,CM,21-180,21,0,0,0,0,0,0,1,0,27,0,2,0,0,0,0,1,0,21,24,87.5,0,22,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,21,24,87.5,345,68,8,9,88.9,10,10,100,1,1,100,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Federico Valverde,15,uy URU,RM,25-291,80,0,0,0,0,2,0,0,0,51,2,0,2,0,0,0,2,0,38,45,84.4,5,31,0,1,1,2,1,1,0,1,1,1,100,0,2,0,2,0,2,0,0,38,45,84.4,641,133,21,23,91.3,12,13,92.3,3,6,50,0,0,0.1,0,3,1,0,5,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Joselu,14,es ESP,"FW,LM",34-042,10,2,0,0,0,2,2,0,0,8,0,0,0,1.5,1.5,0,0,0,2,5,40,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,5,40,27,9,2,3,66.7,0,1,0,0,0,,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Ferland Mendy,23,fr FRA,LB,28-335,90,0,0,0,0,0,0,0,0,54,1,0,1,0,0,0,4,0,49,51,96.1,2,37,0,0,0,1,0,1,0,0,1,2,50,1,1,0,1,0,1,0,0,49,51,96.1,627,142,28,29,96.6,17,18,94.4,0,0,,0,0,0,0,3,0,0,2,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Nacho,6,es ESP,CB,34-111,90,0,0,0,0,2,0,0,0,86,1,1,0,0.2,0.2,0,1,1,77,78,98.7,3,61,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,3,0,77,78,98.7,1097,483,47,47,100,28,28,100,2,3,66.7,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Antonio Rüdiger,22,de GER,CB,31-066,90,0,1,0,0,0,0,0,0,69,0,0,0,0,0,1.1,2,1,61,68,89.7,1,51,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,61,68,89.7,1035,262,24,24,100,32,34,94.1,4,9,44.4,1,1.1,0.8,2,1,1,0,1,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Dani Carvajal,2,es ESP,RB,32-118,90,0,0,0,0,1,0,0,0,75,5,3,1,0,0,0.1,2,0,53,64,82.8,3,40,0,0,0,5,0,1,4,0,1,2,50,1,1,1,0,3,8,0,0,53,64,82.8,819,197,22,26,84.6,26,31,83.9,2,4,50,0,0.1,0.1,1,2,2,1,3,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/8/24,Champions League,Bayern Munich,Andriy Lunin,13,ua UKR,GK,25-087,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,22,30,73.3,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,30,73.3,507,427,10,10,100,5,5,100,7,15,46.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League
5/11/24,La Liga,Granada,Joselu,14,es ESP,FW,34-045,90,0,0,0,0,5,3,0,0,20,1,0,1,0.7,0.7,0,2,0,9,12,75,0,12,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,9,12,75,106,9,5,7,71.4,1,1,100,1,1,100,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Brahim Díaz,21,ma MAR,LW,24-282,90,2,0,0,0,3,2,0,0,44,0,0,0,0.4,0.4,0,4,3,28,35,80,6,35,9,9,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,35,80,426,80,18,20,90,7,10,70,3,4,75,0,0,0.1,1,2,3,0,6,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Arda Güler,24,tr TUR,RW,19-076,90,1,0,0,0,2,1,0,0,57,0,1,0,0.2,0.2,0,1,1,37,51,72.5,9,39,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,37,51,72.5,587,187,20,22,90.9,14,20,70,2,5,40,0,0,0.1,0,2,2,0,9,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Dani Ceballos,19,es ESP,LM,27-278,90,0,1,0,0,1,0,0,0,68,2,0,0,0,0,0.1,0,0,55,59,93.2,3,42,0,1,0,2,0,1,1,0,1,2,50,1,0,0,0,0,2,1,0,55,59,93.2,673,179,40,40,100,12,13,92.3,1,2,50,1,0.1,0.1,1,7,0,0,3,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Eduardo Camavinga,12,fr FRA,"CM,RM",21-183,90,0,0,0,0,0,0,0,0,75,2,3,4,0,0,0,3,0,60,62,96.8,6,51,3,1,1,2,2,2,0,0,0,0,,0,4,3,1,3,5,1,0,60,62,96.8,945,253,32,33,97,23,23,100,4,5,80,0,0,0,0,4,0,0,6,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Luka Modrić,10,hr CRO,RM,38-245,69,0,1,0,0,1,0,0,0,69,0,1,0,0,0,0.2,3,1,60,66,90.9,5,42,1,3,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,60,66,90.9,848,203,34,36,94.4,20,21,95.2,2,4,50,1,0.2,0.2,1,1,1,0,5,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Toni Kroos,8,de GER,CM,34-128,21,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.1,2,0,24,29,82.8,4,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24,29,82.8,345,178,14,14,100,7,9,77.8,2,5,40,0,0.1,0,2,5,0,0,4,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Fran Garcia,20,es ESP,LB,24-271,90,1,1,0,0,1,1,0,0,61,3,1,2,0.2,0.2,0.2,2,1,34,48,70.8,2,33,4,2,0,3,2,1,2,0,2,2,100,0,2,0,2,1,4,3,0,34,48,70.8,462,172,22,26,84.6,12,14,85.7,0,4,0,1,0.2,0.1,1,0,0,0,2,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Antonio Rüdiger,22,de GER,CB,31-069,69,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,33,36,91.7,4,27,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,6,0,33,36,91.7,617,268,14,14,100,15,18,83.3,4,4,100,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Nacho,6,es ESP,CB,34-114,21,0,0,0,0,0,0,0,0,17,0,1,2,0,0,0,0,0,13,13,100,0,7,0,1,0,0,0,0,0,0,0,0,,0,2,2,0,1,1,1,0,13,13,100,194,79,8,8,100,5,5,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Éder Militão,3,br BRA,CB,26-114,90,0,0,0,0,0,0,0,0,54,0,1,1,0,0,0,2,1,44,48,91.7,1,31,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,4,0,44,48,91.7,667,291,21,21,100,17,18,94.4,3,6,50,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Lucas Vázquez,17,es ESP,RB,32-315,90,0,0,0,0,0,0,0,0,89,5,0,2,0,0,0.2,2,1,61,73,83.6,5,49,0,2,1,5,2,4,1,0,2,2,100,0,2,0,2,0,5,3,0,61,73,83.6,898,228,38,43,88.4,21,24,87.5,2,3,66.7,0,0.2,0.3,1,2,2,1,5,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/11/24,La Liga,Granada,Thibaut Courtois,1,be BEL,GK,32-000,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0.1,1,0,35,40,87.5,0,28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,40,87.5,869,573,10,10,100,16,16,100,9,14,64.3,0,0.1,0,1,1,0,0,0,https://fbref.com/en/matches/fa49110c/Granada-Real-Madrid-May-11-2024-La-Liga
5/14/24,La Liga,Alaves,Vinicius Júnior,7,br BRA,FW,23-307,90,2,0,0,0,6,3,1,0,67,0,0,1,0.7,0.7,0.6,6,0,39,49,79.6,8,50,15,4,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,39,49,79.6,521,112,26,32,81.3,11,12,91.7,1,3,33.3,0,0.6,1,3,3,3,0,8,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Rodrygo,11,br BRA,FW,23-126,90,0,0,0,0,6,3,0,0,56,1,0,0,0.8,0.8,0.2,7,2,44,46,95.7,5,40,8,1,1,1,1,0,0,1,1,2,50,1,0,0,0,0,1,0,0,44,46,95.7,476,84,30,31,96.8,7,7,100,1,2,50,0,0.2,0.2,2,3,3,0,5,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Jude Bellingham,5,eng ENG,AM,20-320,90,1,2,0,0,3,2,0,0,116,2,0,2,0.2,0.2,0.7,10,2,93,101,92.1,16,79,6,7,4,2,2,2,0,0,0,2,0,2,2,0,2,0,2,0,0,93,101,92.1,1306,335,50,55,90.9,32,34,94.1,5,5,100,2,0.7,0.6,6,12,4,0,16,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Toni Kroos,8,de GER,LM,34-131,71,0,1,0,0,0,0,0,0,123,0,2,0,0,0,0,1,1,112,119,94.1,11,95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,112,119,94.1,1766,876,58,62,93.5,37,40,92.5,11,11,100,1,0,0.2,1,9,2,0,11,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Dani Ceballos,19,es ESP,LM,27-281,19,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0.1,4,0,36,40,90,6,26,1,1,0,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,36,40,90,601,174,19,21,90.5,11,12,91.7,4,5,80,0,0.1,0,2,3,3,0,6,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Eduardo Camavinga,12,fr FRA,CM,21-186,61,0,1,0,0,0,0,0,0,72,3,1,0,0,0,0.4,2,2,59,64,92.2,1,44,2,4,3,3,2,2,1,0,2,3,66.7,1,0,0,0,1,4,0,0,59,64,92.2,754,138,38,39,97.4,18,19,94.7,0,3,0,1,0.4,0.5,1,2,0,0,1,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Arda Güler,24,tr TUR,RM,19-079,29,1,0,0,0,2,1,0,0,26,0,0,0,0.1,0.1,0.1,4,0,19,22,86.4,2,18,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,22,86.4,221,64,13,14,92.9,4,6,66.7,0,0,,0,0.1,0.1,1,0,1,0,2,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Federico Valverde,15,uy URU,"RM,CM",25-297,81,1,0,0,0,3,2,0,0,69,1,0,2,0.1,0.1,0,5,2,57,60,95,1,43,3,0,0,1,1,0,0,1,0,1,0,1,2,0,2,0,1,0,0,57,60,95,752,158,39,41,95.1,16,16,100,1,2,50,0,0,0,1,5,0,0,1,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
5/14/24,La Liga,Alaves,Mario Martín,28,es ESP,CM,20-070,9,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,5,7,71.4,0,4,0,0,0,1,0,0,1,0,1,2,50,1,1,1,0,0,1,0,0,5,7,71.4,73,10,2,2,100,2,4,50,0,0,,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/33a6634e/Real-Madrid-Alaves-May-14-2024-La-Liga
